scenario,year,dscr,ebitda,interest_expense,fixed_assets,debt_outstanding,total_equity,total_assets,ebitda_to_fixed_assets,ebitda_to_interest,net_debt_to_ebitda,debt_to_equity,debt_to_assets,is_ebitda_negative,profitability_rating,coverage_rating,dscr_rating,net_debt_leverage_rating,equity_leverage_rating,asset_leverage_rating
high_physical,2037,1.068,201804143.94,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,9.344492,1.868898,10.601491,999.0,100.0,False,A,BB,B,BB,B,B
high_physical,2038,1.068,201799842.24,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,9.688689,1.937738,10.221314,999.0,100.0,False,A,BB,B,BB,B,B
high_physical,2039,1.068,201795540.56,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,10.078512,2.015702,9.822099,999.0,100.0,False,A,BBB,B,BBB,B,B
high_physical,2040,1.067,201791238.89,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,10.523108,2.104622,9.402896,999.0,100.0,False,A,BBB,B,BBB,B,B
high_physical,2041,1.067,201786937.23,91436753.39,1656666666.67,1828735067.73,0.0,1828735067.73,11.034236,2.206847,8.962703,999.0,100.0,False,AA,BBB,B,BBB,B,B
high_physical,2042,1.067,201782635.6,86771287.27,1538333333.33,1735425745.49,0.0,1735425745.49,11.62727,2.325454,8.500471,999.0,100.0,False,AA,BBB,B,BBB,B,B
high_physical,2043,1.065,201778333.97,81872547.86,1420000000.0,1637450957.14,0.0,1637450957.14,12.32271,2.464542,8.015098,999.0,100.0,False,AA,BBB,B,BBB,B,B
high_physical,2044,1.057,201774032.37,76728871.47,1301666666.67,1534577429.37,0.0,1534577429.37,13.148508,2.629702,7.505426,999.0,100.0,False,AA,BBB,B,BBB,B,B
high_physical,2045,1.05,201769730.77,71328011.26,1183333333.33,1426560225.21,0.0,1426560225.21,14.143793,2.828759,6.970239,999.0,100.0,False,AA,BBB,B,A,B,B
high_physical,2046,1.042,201765429.2,65657108.04,1065000000.0,1313142160.84,0.0,1313142160.84,15.365087,3.073017,6.408261,999.0,100.0,False,AAA,BBB,B,A,B,B
high_physical,2047,1.034,201761127.63,59702659.66,946666666.67,1194053193.25,0.0,1194053193.25,16.897164,3.379433,5.818153,999.0,100.0,False,AAA,BBB,B,A,B,B
high_physical,2048,1.025,201756826.09,53450488.86,828333333.33,1069009777.29,0.0,1069009777.29,18.873244,3.774649,5.198506,999.0,100.0,False,AAA,BBB,B,A,B,B
high_physical,2049,1.016,201752524.56,46885709.53,710000000.0,937714190.52,0.0,937714190.52,21.515354,4.303071,4.547844,999.0,100.0,False,AAA,A,B,A,B,B
high_physical,2050,1.006,201748223.04,39992691.22,591666666.67,799853824.42,0.0,799853824.42,25.223137,5.044627,3.864614,999.0,100.0,False,AAA,A,B,AA,B,B
high_physical,2051,0.996,201742200.95,32755022.0,473333333.33,655100440.02,0.0,655100440.02,30.795614,6.159123,3.147216,999.0,100.0,False,AAA,AA,CCC,AA,B,B
high_physical,2052,0.986,201736178.88,25155469.32,355000000.0,503109386.39,0.0,503109386.39,40.097876,8.019575,2.393898,999.0,100.0,False,AAA,AA,CCC,AA,B,B
high_physical,2053,0.975,201730156.85,17175939.0,236666666.67,343518780.08,0.0,343518780.08,58.724637,11.744927,1.602863,999.0,100.0,False,AAA,AA,CCC,AA,B,B
high_physical,2054,0.963,201724134.84,8797432.17,118333333.33,175948643.46,0.0,175948643.46,114.64944,22.929888,0.772224,999.0,100.0,False,AAA,AAA,CCC,AAA,B,B
high_physical,2055,0.0,201718112.87,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2056,0.0,201712090.92,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2057,0.0,201706069.01,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2058,0.0,201700047.12,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2059,0.0,201694025.27,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2060,0.0,201688003.44,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2061,0.0,201681981.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2062,0.0,201675959.88,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2063,0.0,201669938.15,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
high_physical,2064,0.0,201663916.44,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_moderate,2025,0.824,155981062.65,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,4.393833,1.098458,18.107338,400.0,80.0,False,BBB,BB,CCC,B,BB,BBB
combined_moderate,2026,0.824,155981062.65,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,4.545344,1.115244,17.833292,440.920199,81.512985,False,BBB,BB,CCC,B,B,BB
combined_moderate,2027,0.824,155981062.65,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,4.707678,1.133431,17.545543,490.651181,83.069534,False,BBB,BB,CCC,B,B,BB
combined_moderate,2028,0.824,155981062.65,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,4.882036,1.153176,17.243407,552.364331,84.671142,False,BBB,BB,CCC,B,B,BB
combined_moderate,2029,0.824,155981062.65,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,5.069807,1.174663,16.926163,630.96012,86.319363,False,BBB,BB,CCC,B,B,BB
combined_moderate,2030,0.824,155981062.65,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,5.272599,1.198103,16.593058,734.43247,88.015807,False,BBB,BB,CCC,B,B,BB
combined_moderate,2031,0.824,155981062.65,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,5.492291,1.223743,16.243298,876.767114,89.762145,False,BBB,BB,CCC,B,B,BB
combined_moderate,2032,0.824,155981062.65,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,5.731086,1.251874,15.876049,1084.850066,91.560114,False,BBB,BB,CCC,B,B,B
combined_moderate,2033,0.824,155981062.65,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,5.99159,1.282838,15.490438,1417.799285,93.411514,False,BBB,BB,CCC,B,B,B
combined_moderate,2034,0.824,155981062.65,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,6.276904,1.317042,15.085546,2035.937559,95.318215,False,BBB,BB,CCC,B,B,B
combined_moderate,2035,0.824,155981062.65,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,6.590749,1.354976,14.66041,3579.392522,97.28216,False,BBB,BB,CCC,B,B,B
combined_moderate,2036,0.824,155981062.65,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,6.937631,1.397232,14.214017,14296.029855,99.305364,False,BBB,BB,CCC,B,B,B
combined_moderate,2037,0.824,155981062.65,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,7.222665,1.444533,13.745304,999.0,100.0,False,BBB,BB,CCC,B,B,B
combined_moderate,2038,0.824,155981062.65,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,7.488866,1.497773,13.253156,999.0,100.0,False,BBB,BB,CCC,B,B,B
combined_moderate,2039,0.824,155981062.65,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,7.790346,1.558069,12.736401,999.0,100.0,False,BBB,BB,CCC,B,B,B
combined_moderate,2040,0.824,155981062.65,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,8.134177,1.626835,12.193807,999.0,100.0,False,A,BB,CCC,B,B,B
combined_moderate,2041,0.824,155981062.65,91436753.39,1656666666.67,1828735067.73,0.0,1828735067.73,8.529451,1.70589,11.624084,999.0,100.0,False,A,BB,CCC,BB,B,B
combined_moderate,2042,0.824,155981062.65,86771287.27,1538333333.33,1735425745.49,0.0,1735425745.49,8.988057,1.797611,11.025875,999.0,100.0,False,A,BB,CCC,BB,B,B
combined_moderate,2043,0.824,155981062.65,81872547.86,1420000000.0,1637450957.14,0.0,1637450957.14,9.525846,1.905169,10.397755,999.0,100.0,False,A,BB,CCC,BB,B,B
combined_moderate,2044,0.824,155981062.65,76728871.47,1301666666.67,1534577429.37,0.0,1534577429.37,10.164431,2.032886,9.738229,999.0,100.0,False,A,BBB,CCC,BBB,B,B
combined_moderate,2045,0.824,155981062.65,71328011.26,1183333333.33,1426560225.21,0.0,1426560225.21,10.934068,2.186814,9.045727,999.0,100.0,False,A,BBB,CCC,BBB,B,B
combined_moderate,2046,0.824,155981062.65,65657108.04,1065000000.0,1313142160.84,0.0,1313142160.84,11.87846,2.375692,8.3186,999.0,100.0,False,AA,BBB,CCC,BBB,B,B
combined_moderate,2047,0.824,155981062.65,59702659.66,946666666.67,1194053193.25,0.0,1194053193.25,13.063159,2.612632,7.555116,999.0,100.0,False,AA,BBB,CCC,BBB,B,B
combined_moderate,2048,0.824,155981062.65,53450488.86,828333333.33,1069009777.29,0.0,1069009777.29,14.591173,2.918235,6.753459,999.0,100.0,False,AA,BBB,CCC,A,B,B
combined_moderate,2049,0.824,155981062.65,46885709.53,710000000.0,937714190.52,0.0,937714190.52,16.63418,3.326836,5.911718,999.0,100.0,False,AAA,BBB,CCC,A,B,B
combined_moderate,2050,0.824,155981062.65,39992691.22,591666666.67,799853824.42,0.0,799853824.42,19.501196,3.900239,5.027891,999.0,100.0,False,AAA,BBB,CCC,A,B,B
combined_moderate,2051,0.817,155981062.65,32755022.0,473333333.33,655100440.02,0.0,655100440.02,23.810252,4.76205,4.099872,999.0,100.0,False,AAA,A,CCC,A,B,B
combined_moderate,2052,0.807,155981062.65,25155469.32,355000000.0,503109386.39,0.0,503109386.39,31.003409,6.200682,3.125452,999.0,100.0,False,AAA,AA,CCC,AA,B,B
combined_moderate,2053,0.796,155981062.65,17175939.0,236666666.67,343518780.08,0.0,343518780.08,45.406852,9.08137,2.102311,999.0,100.0,False,AAA,AA,CC,AA,B,B
combined_moderate,2054,0.785,155981062.65,8797432.17,118333333.33,175948643.46,0.0,175948643.46,88.651472,17.730294,1.028013,999.0,100.0,False,AAA,AAA,CC,AA,B,B
combined_moderate,2055,0.0,155981062.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_moderate,2056,0.0,155981062.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_moderate,2057,0.0,155981062.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_moderate,2058,0.0,155981062.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_moderate,2059,0.0,155981062.65,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
combined_aggressive,2025,0.451,87132561.4,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,2.454438,0.61361,32.494015,400.0,80.0,False,BB,B,C,CCC,BB,BBB
combined_aggressive,2026,0.45,87128378.97,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,2.538952,0.622957,32.004969,440.920199,81.512985,False,BB,B,C,CCC,B,BB
combined_aggressive,2027,0.45,87124196.56,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,2.629503,0.633085,31.491345,490.651181,83.069534,False,BB,B,C,CCC,B,BB
combined_aggressive,2028,0.45,87120014.18,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,2.726761,0.644083,30.951912,552.364331,84.671142,False,BB,B,C,CCC,B,BB
combined_aggressive,2029,0.449,87115831.82,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,2.8315,0.656052,30.385378,630.96012,86.319363,False,BB,B,C,CCC,B,BB
combined_aggressive,2030,0.449,87111649.49,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,2.944619,0.669111,29.790387,734.43247,88.015807,False,BB,B,C,CCC,B,BB
combined_aggressive,2031,0.449,87109140.1,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,3.067223,0.683411,29.164953,876.767114,89.762145,False,BB,B,C,CCC,B,BB
combined_aggressive,2032,0.448,87106630.72,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,3.200489,0.699101,28.508168,1084.850066,91.560114,False,BB,B,C,CCC,B,B
combined_aggressive,2033,0.448,87104121.35,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,3.345869,0.716372,27.818462,1417.799285,93.411514,False,BB,B,C,CCC,B,B
combined_aggressive,2034,0.448,87101611.99,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,3.505095,0.735451,27.094188,2035.937559,95.318215,False,BB,B,C,CCC,B,B
combined_aggressive,2035,0.448,87099102.64,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,3.680244,0.756612,26.333619,3579.392522,97.28216,False,BB,B,C,CCC,B,B
combined_aggressive,2036,0.447,87096593.3,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,3.873829,0.780185,25.534936,14296.029855,99.305364,False,BB,B,C,CCC,B,B
combined_aggressive,2037,0.447,87094083.96,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,4.03287,0.806574,24.696234,999.0,100.0,False,BBB,B,C,CCC,B,B
combined_aggressive,2038,0.447,87091574.64,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,4.181387,0.836277,23.815511,999.0,100.0,False,BBB,B,C,CCC,B,B
combined_aggressive,2039,0.447,87089065.32,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,4.349592,0.869918,22.890663,999.0,100.0,False,BBB,B,C,CCC,B,B
combined_aggressive,2040,0.447,87086556.02,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,4.541432,0.908286,21.919485,999.0,100.0,False,BBB,B,C,CCC,B,B
combined_aggressive,2041,0.446,87084046.72,91436753.39,1656666666.67,1828735067.73,0.0,1828735067.73,4.761983,0.952397,20.899656,999.0,100.0,False,BBB,B,C,CCC,B,B
combined_aggressive,2042,0.446,87081537.43,86771287.27,1538333333.33,1735425745.49,0.0,1735425745.49,5.017877,1.003575,19.828745,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2043,0.446,87079028.15,81872547.86,1420000000.0,1637450957.14,0.0,1637450957.14,5.317963,1.063593,18.704194,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2044,0.446,87076518.88,76728871.47,1301666666.67,1534577429.37,0.0,1534577429.37,5.674299,1.13486,17.523321,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2045,0.445,87074009.62,71328011.26,1183333333.33,1426560225.21,0.0,1426560225.21,6.103774,1.220755,16.283307,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2046,0.445,87071500.36,65657108.04,1065000000.0,1313142160.84,0.0,1313142160.84,6.630775,1.326155,14.981194,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2047,0.445,87068991.12,59702659.66,946666666.67,1194053193.25,0.0,1194053193.25,7.291885,1.458377,13.613874,999.0,100.0,False,BBB,BB,C,B,B,B
combined_aggressive,2048,0.445,87066481.89,53450488.86,828333333.33,1069009777.29,0.0,1069009777.29,8.144592,1.628918,12.178086,999.0,100.0,False,A,BB,C,B,B,B
combined_aggressive,2049,0.445,87063972.66,46885709.53,710000000.0,937714190.52,0.0,937714190.52,9.284702,1.85694,10.670404,999.0,100.0,False,A,BB,C,BB,B,B
low_demand,2025,1.072,201877275.18,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,5.686684,1.421671,13.967953,400.0,80.0,False,BBB,BB,B,B,BB,BBB
low_demand,2026,1.034,194759431.64,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,5.67536,1.392504,14.262611,440.920199,81.512985,False,BBB,BB,B,B,B,BB
low_demand,2027,0.996,187799611.54,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,5.667996,1.364639,14.555891,490.651181,83.069534,False,BBB,BB,CCC,B,B,BB
low_demand,2028,0.959,180994506.43,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,5.66493,1.338102,14.846548,552.364331,84.671142,False,BBB,BB,CCC,B,B,BB
low_demand,2029,0.923,174340875.34,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,5.666551,1.312927,15.133141,630.96012,86.319363,False,BBB,BB,CCC,B,B,BB
low_demand,2030,0.888,167835543.42,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,5.673314,1.289158,15.414002,734.43247,88.015807,False,BBB,BB,CCC,B,B,BB
low_demand,2031,0.853,161475400.59,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,5.685754,1.266849,15.687203,876.767114,89.762145,False,BBB,BB,CCC,B,B,BB
low_demand,2032,0.82,155257400.25,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,5.704497,1.246066,15.950514,1084.850066,91.560114,False,BBB,BB,CCC,B,B,B
low_demand,2033,0.787,149178558.02,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,5.73029,1.226892,16.201358,1417.799285,93.411514,False,BBB,BB,CC,B,B,B
low_demand,2034,0.755,143235950.45,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,5.764022,1.209427,16.436754,2035.937559,95.318215,False,BBB,BB,CC,B,B,B
low_demand,2035,0.723,137426713.81,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,5.806763,1.193798,16.653253,3579.392522,97.28216,False,BBB,BB,CC,B,B,B
low_demand,2036,0.692,131748042.9,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,5.859809,1.18016,16.84686,14296.029855,99.305364,False,BBB,BB,CC,B,B,B
low_demand,2037,0.662,126197189.83,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,5.84353,1.168706,17.012943,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2038,0.633,120771462.9,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,5.798405,1.159681,17.146123,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2039,0.604,115468225.47,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,5.766966,1.153393,17.240142,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2040,0.576,110284894.82,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,5.751191,1.150238,17.287704,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2041,0.549,105218941.07,91436753.39,1656666666.67,1828735067.73,0.0,1828735067.73,5.753646,1.150729,17.280284,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2042,0.522,100267886.15,86771287.27,1538333333.33,1735425745.49,0.0,1735425745.49,5.777711,1.155542,17.207892,999.0,100.0,False,BBB,BB,CC,B,B,B
low_demand,2043,0.496,95429302.71,81872547.86,1420000000.0,1637450957.14,0.0,1637450957.14,5.827918,1.165584,17.058786,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2044,0.47,90700813.1,76728871.47,1301666666.67,1534577429.37,0.0,1534577429.37,5.910475,1.182095,16.819114,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2045,0.445,86080088.39,71328011.26,1183333333.33,1426560225.21,0.0,1426560225.21,6.034101,1.20682,16.472476,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2046,0.421,81564847.39,65657108.04,1065000000.0,1313142160.84,0.0,1313142160.84,6.211426,1.242285,15.999364,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2047,0.397,77152855.67,59702659.66,946666666.67,1194053193.25,0.0,1194053193.25,6.461425,1.292285,15.376461,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2048,0.374,72841924.59,53450488.86,828333333.33,1069009777.29,0.0,1069009777.29,6.813962,1.362792,14.575749,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2049,0.351,68629910.43,46885709.53,710000000.0,937714190.52,0.0,937714190.52,7.318852,1.46377,13.563346,999.0,100.0,False,BBB,BB,C,B,B,B
low_demand,2050,0.329,64514713.45,39992691.22,591666666.67,799853824.42,0.0,799853824.42,8.065813,1.613163,12.298006,999.0,100.0,False,A,BB,C,B,B,B
low_demand,2051,0.307,60494277.01,32755022.0,473333333.33,655100440.02,0.0,655100440.02,9.234351,1.84687,10.729131,999.0,100.0,False,A,BB,C,BB,B,B
low_demand,2052,0.286,56566586.69,25155469.32,355000000.0,503109386.39,0.0,503109386.39,11.243397,2.248679,8.794109,999.0,100.0,False,AA,BBB,C,BBB,B,B
low_demand,2053,0.265,52729669.45,17175939.0,236666666.67,343518780.08,0.0,343518780.08,15.349865,3.069973,6.414715,999.0,100.0,False,AAA,BBB,C,A,B,B
low_demand,2054,0.244,48981592.78,8797432.17,118333333.33,175948643.46,0.0,175948643.46,27.838574,5.567715,3.492138,999.0,100.0,False,AAA,A,C,AA,B,B
low_demand,2055,0.0,45320463.9,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2056,0.0,41744428.94,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2057,0.0,38251672.15,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2058,0.0,34840415.15,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2059,0.0,31508916.15,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2060,0.0,28255469.23,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2061,0.0,25078403.59,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2062,0.0,21976082.88,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2063,0.0,18946904.46,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
low_demand,2064,0.0,15989298.73,0.0,0.0,0.0,0.0,0.0,0,999.0,-0.1,999.0,100,False,B,AAA,C,AAA,B,B
severe_drought,2025,1.072,201870105.26,142000000.0,3550000000.0,2840000000.0,710000000.0,3550000000.0,5.686482,1.42162,13.968453,400.0,80.0,False,BBB,BB,B,B,BB,BBB
severe_drought,2026,1.071,201862935.37,139862696.22,3431666666.67,2797253924.37,634412742.29,3431666666.67,5.882358,1.443294,13.757194,440.920199,81.512985,False,BBB,BB,B,B,B,BB
severe_drought,2027,1.071,201855765.53,137618527.25,3313333333.33,2752370544.96,560962788.37,3313333333.33,6.092226,1.466778,13.535333,490.651181,83.069534,False,BBB,BB,B,B,B,BB
severe_drought,2028,1.071,201848595.73,135262149.83,3195000000.0,2705242996.58,489757003.42,3195000000.0,6.31764,1.492277,13.302337,552.364331,84.671142,False,BBB,BB,B,B,B,BB
severe_drought,2029,1.07,201841425.98,132787953.54,3076666666.67,2655759070.78,420907595.88,3076666666.67,6.560393,1.520028,13.057651,630.96012,86.319363,False,BBB,BB,B,B,B,BB
severe_drought,2030,1.07,201834256.27,130190047.43,2958333333.33,2603800948.7,354532384.64,2958333333.33,6.822566,1.550305,12.800689,734.43247,88.015807,False,BBB,BB,B,B,B,BB
severe_drought,2031,1.07,201829954.46,127462246.03,2840000000.0,2549244920.5,290755079.5,2840000000.0,7.106689,1.583449,12.530657,876.767114,89.762145,False,BBB,BB,B,B,B,BB
severe_drought,2032,1.069,201825652.67,124598054.54,2721666666.67,2491961090.9,229705575.77,2721666666.67,7.415517,1.619814,12.247098,1084.850066,91.560114,False,BBB,BB,B,B,B,B
severe_drought,2033,1.069,201821350.89,121590653.49,2603333333.33,2431813069.82,171520263.52,2603333333.33,7.752421,1.659843,11.949335,1417.799285,93.411514,False,BBB,BB,B,BB,B,B
severe_drought,2034,1.069,201817049.13,118432882.38,2485000000.0,2368657647.68,116342352.32,2485000000.0,8.12141,1.704063,11.636658,2035.937559,95.318215,False,A,BB,B,BB,B,B
severe_drought,2035,1.069,201812747.39,115117222.72,2366666666.67,2302344454.43,64322212.23,2366666666.67,8.527299,1.753106,11.30832,3579.392522,97.28216,False,A,BB,B,BB,B,B
severe_drought,2036,1.068,201808445.65,111635780.08,2248333333.33,2232715601.53,15617731.8,2248333333.33,8.975913,1.80774,10.963539,14296.029855,99.305364,False,A,BB,B,BB,B,B
severe_drought,2037,1.068,201804143.94,107980265.3,2130000000.0,2159605305.98,0.0,2159605305.98,9.344492,1.868898,10.601491,999.0,100.0,False,A,BB,B,BB,B,B
severe_drought,2038,1.068,201799842.24,104141974.78,2011666666.67,2082839495.65,0.0,2082839495.65,9.688689,1.937738,10.221314,999.0,100.0,False,A,BB,B,BB,B,B
severe_drought,2039,1.068,201795540.56,100111769.74,1893333333.33,2002235394.8,0.0,2002235394.8,10.078512,2.015702,9.822099,999.0,100.0,False,A,BBB,B,BBB,B,B
severe_drought,2040,1.067,201791238.89,95880054.45,1775000000.0,1917601088.91,0.0,1917601088.91,10.523108,2.104622,9.402896,999.0,100.0,False,A,BBB,B,BBB,B,B
severe_drought,2041,1.067,201786937.23,91436753.39,1656666666.67,1828735067.73,0.0,1828735067.73,11.034236,2.206847,8.962703,999.0,100.0,False,AA,BBB,B,BBB,B,B
severe_drought,2042,1.067,201782635.6,86771287.27,1538333333.33,1735425745.49,0.0,1735425745.49,11.62727,2.325454,8.500471,999.0,100.0,False,AA,BBB,B,BBB,B,B
severe_drought,2043,1.065,201778333.97,81872547.86,1420000000.0,1637450957.14,0.0,1637450957.14,12.32271,2.464542,8.015098,999.0,100.0,False,AA,BBB,B,BBB,B,B
severe_drought,2044,1.057,201774032.37,76728871.47,1301666666.67,1534577429.37,0.0,1534577429.37,13.148508,2.629702,7.505426,999.0,100.0,False,AA,BBB,B,BBB,B,B
severe_drought,2045,1.05,201769730.77,71328011.26,1183333333.33,1426560225.21,0.0,1426560225.21,14.143793,2.828759,6.970239,999.0,100.0,False,AA,BBB,B,A,B,B
severe_drought,2046,1.042,201765429.2,65657108.04,1065000000.0,1313142160.84,0.0,1313142160.84,15.365087,3.073017,6.408261,999.0,100.0,False,AAA,BBB,B,A,B,B
severe_drought,2047,1.034,201761127.63,59702659.66,946666666.67,1194053193.25,0.0,1194053193.25,16.897164,3.379433,5.818153,999.0,100.0,False,AAA,BBB,B,A,B,B
severe_drought,2048,1.025,201756826.09,53450488.86,828333333.33,1069009777.29,0.0,1069009777.29,18.873244,3.774649,5.198506,999.0,100.0,False,AAA,BBB,B,A,B,B
severe_drought,2049,1.016,201752524.56,46885709.53,710000000.0,937714190.52,0.0,937714190.52,21.515354,4.303071,4.547844,999.0,100.0,False,AAA,A,B,A,B,B
severe_drought,2050,1.006,201748223.04,39992691.22,591666666.67,799853824.42,0.0,799853824.42,25.223137,5.044627,3.864614,999.0,100.0,False,AAA,A,B,AA,B,B
